categorie,nom,sigle,numero_inscription,date_reconnaissance,adresse_siege,courriel,domaine_intervention,zones_declarees,departements_reconnus,communes_reconnues,pcodes_communes,methode_rattachement,nationalite,nationalite_source,moniteur,source_id,source,date_extraction,statut_valeur,niveau_qualite,version
ONG enregistrées (registre légal),Association Les Amis d&#039;Haïti,AAH,A-0002,18-Jul-83,"BP.858, P-au-P",,Agriculture; Artisanat; Santé,Belle-Anse,,Belle-Anse,HT0231,noms reconnus dans le texte libre des zones déclarées,Française,Française,# 72 -13/11/83,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Main d&#039;Amour pour le Developpement,AMAD,B-0173,11-May-95,"32, Rue Piquant,3eme Etage Port-au-Prince",,Education Sante,Ganthier,,Ganthier,HT0133,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Nationale des Scouts d&#039;Haïti,ANSH,A-0054,20-Dec-84,"147, Dr. Aubry BP. 412, P-au-P",,Education; Santé; Développement Communautaire,Education; Santé; Développement Communautaire,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 25 - 01/4/85,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Nationale des Scouts Eclaireurs d&#039;Haïti,ANSEH,A-0112,10-Sep-87,Blvd. Harry Truman Bloc Education Nle,,Education; Santé; Développement Communautaire,Ouest Artibonite,Ouest ; Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Nationale pour l\&#039;Encadrement de la Femme Haitienne,ANEFH,B-0543,,"8,Delmas 49",,Assistance sociale,Cite Soleil,,Cité Soleil,HT0117,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Association Para La Cooperacion Con El Sur, Las Segovias",ACSUR,B-0250,28-Jan-97,"34, Goulard Coin Rue Villate, Place Boyer, P-V",,Santé; Education,Département du Centre,Centre,,,noms reconnus dans le texte libre des zones déclarées,Espagnole,Espagnole,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Paysans Réunis,APR,B-0295,19-Mar-02,"No. 9, Grand-Rue, Pte. Rivière de Nippes, Mon Repos 40, Rue Louverture, # 240, Carrefour",,Agriculture,Anse-à-Veau,,Anse-à-Veau,HT1021,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Por La Paz Y El Desarrollo,PAZ Y DESARROLLO,B-0319,22-May-03,"Rte. Marin 36, Barrière 49 (rte Ntle # 1), BO.992, P-au-P, Haïti",,Education; Agricole; Sanitaire,Plaine du Cul-de-Sac,,,,zones déclarées non reconnues,Espagnole,Espagnole,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association pour l&#039;Avancement des Jeunes de Cote Plage,ASSAVEJEC,B-0157,9-Jul-93,"27, rue Tovar Cote Plage 20, Carrefour, P-au-P",,Santé; Education; Assistance Sociale,Santé; Education; Assistance Sociale,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association pour l&#039;Avancement Social et la Reconstruction des zones vulnerables,,B-0501,11-Mar-11,,,,,,,,aucune zone déclarée au registre,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association pour la Prévention de l\&#039;Alcoolisme et Autres Accoutumances Chimiques,APAAC,A-0145,19-Jun-89,"9, Delmas 60",apaac@hainet.netadminapaachaiti.org,Santé Mentale,Haïti,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 74 - 25/9/89,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association pour la Promotion de la Famille Haïtienne,PROFAMIL,A-0072,9-Sep-85,"86, Rue Du Champ de Mars",,Planification Familiale,Planification Familiale,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 82 - 25/11/85,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association pour la Promotion de la Sante Integrale de la Famille,APROSIFA,B-0524,9-Jun-11,"112, Route des Dalles,Carrefour Feuilles",,Sante,7eme Section Communale morne l&#039;Hopital,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association pour la promotion Sociale et le Développement Communautaire,APROSDEC,A-0102,23-Apr-87,"135, Rue Sans-Fil, BP.15171, P-V",,Education; Santé; Agriculture,Cabaret,,Cabaret,HT0142,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 64 - 6/8/87,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association pour la Réhabilitation Socio-Economique du Nord&#039;Ouest,ARSENO,B-0365,13-Dec-04,,,Assistance Sociale,"Lapoint, St. Louis du Nord",Nord,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association pour le Developpement,AND,B-0154,15-Jun-93,,,,,,,,aucune zone déclarée au registre,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association pour le Développement Intègre des Populations,ADIP,A-0120,9-Aug-88,"Angle rues Brun Ricot et Caïman, BP.870, P-au-P",,Santé; Agriculture; Education; Développement Communautaire,Santé; Agriculture; Education; Développement Communautaire,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 50-A - 3/7/89,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Privée de Santé Aya Mwuana,ASPSAM,B-0363,28-Oct-04,"70, Rue Rigaud, Pétion-Ville",,Santé,"Localité de Bleck, Commune de Thiotte",,Thiotte,HT0233,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Services Secours,ASS,A-0125,17-Nov-88,"52, Rue Pacot, BP. 2299, P-au-P",,Education; Agriculture; Développement Communautaire,Education; Agriculture; Développement Communautaire,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,#57 - 27/7/89,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Solidarité et Vie,ASV,B-0463,2-Jul-09,"9, Imp. Charly, Tabarre 33",,,,,,,aucune zone déclarée au registre,Française,Française,"#32, 29/4/10",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Suisse pour le Développement et la Coopération,HELVETAS,B-0171,28-Dec-94,"30, Impasse Larose et Rue Mercier-Laham, Delmas 60, Musseau",,Agriculture et Environnement,Les Départements (Nord - l\&#039;Ouest),Ouest ; Nord,,,noms reconnus dans le texte libre des zones déclarées,Suisse,Suisse,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Association Zanmi Agrikòl,AZA,B-0670,28-Dec-21,"rte nle #3, corporant mirebalais, Plateau central",azainfo@migrikol.org,agriculture,"Mirebalais, boucan carre, thomonde et Maissade",,Boucan Carré ; Maïssade ; Mirebalais ; Thomonde,HT0612 ; HT0613 ; HT0621 ; HT0623,noms reconnus dans le texte libre des zones déclarées,Haïtienne,haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Associazione Volontari Per Il Servicio Internazionale,AVSI,B-0371,5-Jul-05,"32, Rue Métellus, Pétion-Ville haiti@avsi.org",haitisad@avsi.orgflaviamairelaavsi.org,Agriculture; Sécurité Alimentaire; Assistance Sociale,Torbeck,,Torbeck,HT0712,noms reconnus dans le texte libre des zones déclarées,Italienne,Italienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Atd Quart Monde-Terre et Homme de Demain,ATD QUART MONDE,B-0605,,"rue, dr douyon 315 fontamara 27,ht6119",haiti@atdquartmonde.org,assistance sociale,"bolosse, fontamara et haut matissant",,,,zones déclarées non reconnues,Française,francaise,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Ayiti Education,A.E,B-0314,10-Apr-03,"23, Rue Pierre Monteil, Péguy-Ville",,Education,Tabarre,,Tabarre,HT0118,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Ayiti Gouvenans,AG,B-0452,,"19, Rue Godfroy, Delmas 33 www.ayitigouvenans.org",,Assistance Technique,Jean-Rabel Mole Saint-Nicolas,,Jean Rabel ; Môle Saint Nicolas,HT0931 ; HT0934,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Beraca Community Development Coorporation,BCDC,B-0644,6-Aug-18,"#87 bire, leogane",,education,Leogane,,Léogâne,HT0121,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Beraka,BERAKA,B-0451,10-Nov-08,"6, Rue Antoine, Bon Repos, Croix-des-Bouquets",,Assistance Humanitaire,Plaine du Cul de Sac,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Bethany Christian Services Global,BCSG,B-0655,17-Jan-20,#9 LINGZ Harry Village Meisgate 8,vdemero@innfocardedu.ht,Commune Delmas et Aire Metropolitaine,Protection sociale - Assistance Sociale,,,,zones déclarées non reconnues,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Bethel Mission Outreach,BMO,B-0483,,"311,rue Saint Thomas d\&#039;Aquin,Croix-des-Bouquets",,Aide au Developpement,Croix-des-Bouquets,,Croix-Des-Bouquets,HT0131,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Bethsaïda Community Center,BCC,B-0344,24-Nov-03,"68, Rue Saint-Honoré",,Assistance Sociale,Nord\\\&#039;Est: Fort-Liberté,Nord,Fort-Liberté,HT0411,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Blue Ridge Christian Homes,BRCH,A-0047,,"85, Santo 17, Croix-des-Bouquets, BP.665, P-au-P",,Eau Potable; Aide Alimentaire; Assistance Sociale,Ouest (Léogâne),Ouest,Léogâne,HT0121,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,# 71 4/11/84,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Bon Samaritain Salem d&#039;Haïti,BSSH,B-0299,19-Mar-02,"2, Rue Libellule, Brochette 99, Carrefour",,Assistance Sociale,Ouest: Carrefour,Ouest,Carrefour,HT0113,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Bon Samaritain-MISSION d&#039;Aide aux Pauvres,BOSAMAP,A-0103,23-Apr-87,"154, Lalue",,,,,,,aucune zone déclarée au registre,Haïtienne,Haïtienne,# 62 - 30/7/87,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Build Change,BC,B-0626,1-Fev-17,"#86bis,rue panamericaine,petion ville",,"Logement, constuire,formation","ouest, commune de leogane, carrefour, Port-au-Prince",Ouest,Carrefour ; Léogâne ; Port-au-Prince,HT0111 ; HT0113 ; HT0121,noms reconnus dans le texte libre des zones déclarées,Américaine,americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Bureau d&#039;Assistance Juridique,BAJ,B-0196,23-Aug-95,"8, Rue Montalais, P-au-P, Haïti",,Assistance Juridique aux Démunis,Port-au-Prince et les autres localités,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Bureau de Conseil et de Service Humanitaire,BUCOSEH,B-0297,19-Mar-02,"24, Imp. Chatelain",,Agriculture; Assistance Sociale,Ouest: Delmas Nord : Cap-Haïtien,Ouest ; Nord,Cap-Haïtien ; Delmas,HT0112 ; HT0311,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Bureau de Nutrition et Développement,BND,B-0266,,"Rte Nle No 1, Rte Soleil, en face du bâtiment No. 23, Parc Industriel Shodecosa bnd_haiti@haitelonline.com rpad@bndhaiti.org",,. Santé,A travers les neuf (9) Départements,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Cabinet de Consultation de Formation et d&#039;Assistance Légale,COFAL,B-0270,25-Sep-00,"No. 24, Ave. John Brown, à l&#039;étage, Lalue",,. Condition Féminine,Port-au-Prince,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Canadian Feed the Children,CFTC,B-0362,13-Oct-04,"Delmas 29, rue chauveau # 10 à l&#039;étage, 23, 1ère ruelle Jérémie, Bois Verna",,Sanitation,Goyavier (13e section communale de St. Marc),,,,zones déclarées non reconnues,Canadienne,Canadienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Canadian Foundation For World Development/Reach Out To Haïti,CFWD-HAITI,A-0107,11-Jun-87,"Saint-Marc, B.P 44",,Agriculture; Santé; Nutrition; Education,Saint-Marc,,Saint-Marc,HT0531,noms reconnus dans le texte libre des zones déclarées,Canadienne,Canadienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Care 2 Communities, Inc",C2C,B-0663,,,,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Caritas Suisse,CARITAS-S,B-0567,,"27,rue Mangones,Berthe,Petion-ville",haiti@caritas.ch,Education,"Carrefour,Gressier,Petit-goâve",,Carrefour ; Gressier ; Petit-Goâve,HT0113 ; HT0116 ; HT0122,noms reconnus dans le texte libre des zones déclarées,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Casas de Madera Habitantes,CAMAHA,B-0176,21-Jan-11,"30,Rue des Nimes,Rte de l&#039;Aeroport",camaha@camaha.org,Ass Technique Ass Humanitaire Aide au Devt,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Catholic Medical Mission Board,CMMB,B-0396,,"6, Delmas 50",,Santé,Gros-Morne Milot Fonds Blancs Cité Soleil,,Cité Soleil ; Gros Morne ; Milot,HT0117 ; HT0323 ; HT0521,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Catholic Relief Services,CRS,A-0028,,"1, Delmas 81, BP.1118, P-auP",,Eau Potable; Aide Alimentaire; Education,Ouest Sud,Ouest ; Sud,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,# 62 30/8/84,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Center For Community Health, Education And Research, Inc",CCHER,B-0348,10-Dec-03,"Delmas 31, Rue Nissage Saget # 15, Port-au-Prince, Haïti",,Santé,Pétion-Ville,,Pétion-Ville,HT0114,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,# 29 - 14/4/05,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Center of Hope Haiti,COHH,B-0459,,"4eme Section, Morique Aguahidionde,Rive Gauche commune de Hinche",,Ass Humanitaire,Hinche,,Hinche,HT0611,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Centrale Autrichienne de Caritas / Osterreichische Caritas Zentrale,Caritas Autriche,B-0550,,"19,Musseau,Delmas 60(Apt 1)",office@caritas-austria.at,Assistance Sociale,Croix-des-Bouquets,,Croix-Des-Bouquets,HT0131,noms reconnus dans le texte libre des zones déclarées,Autrichienne,Autrichienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Centre Canadien d\&#039;Etudes et de Coopération Interna-tionale,CECI,A-0057,25-Apr-85,"9, Rue Latortue, Musseau BP 16104, PV, Haiti",info@ceci-haiti.orgclaude.phanordceci.ca,Agriculture; Santé,Saint Michel de l\&#039;Attalaye,,,,zones déclarées non reconnues,Canadienne,Canadienne,# 42 - 17/6/85,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Centre Children International Life Line d\\\&#039;Haiti,CCILL,B-0158,,,,,,,,,aucune zone déclarée au registre,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Centre Chrétien de l\&#039;Enfant Haïtien,CCEH,B-0358,8-Sep-04,"Delmas 65, Ruelle Jasmin-Henec # 21",,Agriculture,Chapotin,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
